opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
0D5FEQ9L,Diya Shetty,SalesEdge Premium,L&T,Proposal,2022-04-24,2022-05-14,19061
B4FOCI4H,Aisha Rout,Market360,Infosys,Negotiation,2023-05-10,2023-07-29,1254
AJHF9U3X,Ishaan Das,Market360,Infosys,Negotiation,2023-09-18,2023-11-08,2294
Z9QK093Y,Farhan Mohanty,TrackPro,Wipro,Prospecting,2024-08-04,2024-09-14,10712
LDIKQ9LH,Tanvi Qureshi,BizCRM Pro,Asian Paints,Proposal,2024-12-02,2024-12-17,17956
L9Q271RT,Vihaan Nair,TrackPro,Mahindra,Prospecting,2022-04-28,2022-09-12,10267
LXOI6YN0,Ishaan Qureshi,SalesEdge Premium,L&T,Lost,2023-06-19,2023-12-24,12704
MSETFEEQ,Myra Chatterjee,SalesEdge Premium,Aditya Birla Group,Lost,2022-09-12,2022-10-06,12378
DYMGASX1,Myra Mohanty,FinSuite Advanced,Asian Paints,Negotiation,2023-04-20,2023-11-03,17858
XE70WHVM,Riya Banerjee,BizCRM Pro,Godrej,Prospecting,2023-08-25,2024-01-18,4813
ZIWY13G9,Kavya Chatterjee,TrackPro,Asian Paints,Negotiation,2022-12-22,2023-04-28,3253
R8C8NDE1,Arjun Bhatt,BizCRM Lite,Wipro,Lost,2024-12-19,2025-04-25,14413
TRV0EKOD,Farhan Banerjee,BizCRM Pro,Reliance Retail,Won,2023-06-21,2023-09-21,9218
AWKNW8UD,Kavya Menon,BizCRM Lite,Flipkart,Lost,2023-09-09,2024-02-13,5969
5ONDQ897,Saanvi Kapoor,BizCRM Pro,Marico,Won,2024-02-02,2024-08-17,2324
GQWWY78E,Vivaan Nair,BizCRM Pro,Flipkart,Negotiation,2024-01-13,2024-03-22,17455
I237XMZB,Vihaan Desai,FinSuite Basic,Reliance Retail,Prospecting,2022-04-05,2022-05-17,2721
GPO9T8VQ,Meera Das,TrackPro,Asian Paints,Negotiation,2022-03-20,2022-09-08,5252
RGLCJBZA,Meera Bhatt,SalesEdge Premium,HDFC Bank,Won,2023-01-14,2023-02-16,1757
HJKA3LTK,Krishna Desai,BizCRM Lite,Reliance Retail,Proposal,2024-11-23,2025-01-26,9569
5E4ZA5KQ,Myra Qureshi,FinSuite Basic,Godrej,Proposal,2022-05-07,2022-09-08,2304
PZJVBQ36,Aditya Bhatt,SalesEdge Premium,Wipro,Lost,2024-06-29,2024-10-07,9181
ZHI7JM07,Siddharth Kapoor,TrackPro,Wipro,Proposal,2024-06-02,2024-11-15,3749
ADXJK0R8,Rohan Banerjee,TrackPro,Infosys,Proposal,2022-04-30,2022-05-16,18302
QR945JAK,Ira Mohanty,BizCRM Lite,Asian Paints,Proposal,2023-01-05,2023-04-14,18724
P9O44ILD,Riya Banerjee,TrackPro,Flipkart,Won,2023-04-25,2023-11-10,16400
M3RFD853,Ishaan Menon,FinSuite Basic,Flipkart,Negotiation,2022-03-15,2022-06-19,15329
7X8I43D1,Aarav Desai,SalesEdge Premium,Reliance Retail,Proposal,2024-02-28,2024-04-11,11877
MS4D5AEN,Vihaan Das,Market360,Infosys,Proposal,2022-10-03,2023-02-18,4696
OVHKLZ0D,Arjun Verma,SalesEdge Premium,L&T,Prospecting,2024-01-06,2024-07-18,5835
XPQ2IB4B,Riya Pillai,FinSuite Basic,Infosys,Lost,2023-04-24,2023-09-19,4564
39JHAJ0R,Krishna Das,FinSuite Advanced,HDFC Bank,Negotiation,2023-04-28,2023-10-15,14013
3F12QNYG,Aisha Patel,TrackPro,Tata Motors,Prospecting,2024-07-06,2024-10-05,400
2ZXNAUL2,Arjun Nair,TrackPro,Aditya Birla Group,Won,2022-12-08,2023-03-03,16328
VBU9E6E6,Myra Iyer,BizCRM Lite,Asian Paints,Prospecting,2024-08-24,2025-02-01,10651
E1T09K8I,Meera Das,Market360,Godrej,Lost,2024-02-07,2024-04-21,4932
XZPA7OXO,Rohan Patel,BizCRM Lite,Tata Motors,Won,2024-02-13,2024-08-24,13437
SES5BO09,Krishna Shetty,BizCRM Lite,Mahindra,Negotiation,2024-08-25,2024-12-30,17679
YPQQXJ9O,Krishna Yadav,FinSuite Advanced,Infosys,Won,2022-02-01,2022-07-21,18429
86UOULBZ,Diya Menon,Market360,Godrej,Won,2022-12-07,2023-01-09,10545
31J8SLAI,Siddharth Iyer,FinSuite Advanced,L&T,Won,2024-03-28,2024-08-18,1741
7BJAUWZI,Meera Reddy,BizCRM Pro,Reliance Retail,Negotiation,2023-04-24,2023-09-17,4626
NB06U5BU,Diya Rout,SalesEdge Premium,Godrej,Lost,2024-09-07,2025-01-03,15831
TK7GQIG7,Vivaan Verma,TrackPro,L&T,Proposal,2022-09-09,2023-02-26,11458
OQ55PN7J,Saanvi Qureshi,FinSuite Basic,Reliance Retail,Negotiation,2022-08-18,2022-10-30,1829
T9BE3PFB,Kavya Nair,Market360,Mahindra,Negotiation,2022-01-01,2022-05-13,332
TCHN3LTM,Riya Shetty,BizCRM Lite,Aditya Birla Group,Negotiation,2024-11-04,2025-05-13,10316
OZMWNS71,Saanvi Mohanty,Market360,Godrej,Negotiation,2022-06-15,2022-08-08,772
5525AEUR,Aditya Khan,SalesEdge Premium,Reliance Retail,Negotiation,2022-05-16,2022-08-12,14222
AIK407SI,Ira Iyer,BizCRM Pro,Marico,Lost,2022-02-22,2022-08-11,481
T1TE1EIJ,Aarav Shetty,TrackPro,Infosys,Lost,2022-06-06,2022-11-15,12148
P8R07HO6,Vihaan Iyer,FinSuite Advanced,Marico,Negotiation,2023-06-12,2023-09-04,6468
BHLS7KAD,Meera Patel,TrackPro,Infosys,Proposal,2024-04-04,2024-06-07,11397
XOQQUGZ2,Meera Das,FinSuite Basic,Asian Paints,Prospecting,2022-01-24,2022-08-05,9980
DO2XSRAL,Riya Patel,SalesEdge Premium,Reliance Retail,Proposal,2024-02-05,2024-08-02,4506
HC9EJ99K,Vihaan Desai,SalesEdge Premium,Aditya Birla Group,Negotiation,2024-12-17,2025-05-07,15000
V9T74G4N,Vihaan Verma,TrackPro,Mahindra,Negotiation,2023-06-19,2024-01-03,2355
TN81ZA36,Rohan Nair,Market360,Aditya Birla Group,Won,2022-12-21,2023-03-09,322
MTEWQFIS,Arjun Shetty,TrackPro,Marico,Proposal,2022-03-12,2022-07-06,6628
LC9X280M,Krishna Rout,FinSuite Advanced,Aditya Birla Group,Prospecting,2022-05-27,2022-11-22,12093
MU2TJQL9,Aisha Qureshi,Market360,Godrej,Prospecting,2022-08-18,2022-09-26,2510
9HXA97B4,Aditya Rout,BizCRM Lite,Reliance Retail,Lost,2024-09-29,2024-12-14,2604
606AL3FU,Ira Yadav,FinSuite Advanced,Marico,Lost,2022-02-13,2022-08-04,3169
JIRIYB6U,Riya Reddy,Market360,Aditya Birla Group,Prospecting,2024-08-01,2024-10-26,11096
N2IEROPB,Arjun Kapoor,TrackPro,Infosys,Prospecting,2024-09-20,2025-02-25,10739
GKT56YUU,Aditya Shetty,Market360,Infosys,Negotiation,2022-08-24,2023-03-05,1895
O5PPKAF1,Vihaan Yadav,SalesEdge Premium,Wipro,Lost,2023-07-17,2024-01-02,6531
435Z5547,Rohan Sharma,Market360,Air India,Lost,2023-03-05,2023-05-10,9919
OY877XTH,Vivaan Nair,BizCRM Pro,Flipkart,Prospecting,2024-12-20,2025-01-03,7639
IPFOR9XP,Myra Bhatt,FinSuite Basic,Aditya Birla Group,Proposal,2024-07-26,2024-09-03,11679
3ACG5Y88,Ananya Verma,SalesEdge Premium,Godrej,Negotiation,2023-12-09,2024-06-03,6910
VA599STA,Tanvi Iyer,BizCRM Lite,Aditya Birla Group,Lost,2023-12-29,2024-04-19,7447
DZJQP7DC,Aarav Yadav,BizCRM Pro,HDFC Bank,Negotiation,2024-03-05,2024-08-19,6953
55J6C8DJ,Rohan Desai,TrackPro,Godrej,Won,2023-02-10,2023-04-09,14080
6R60E2Q3,Ira Desai,BizCRM Lite,Infosys,Negotiation,2024-11-18,2025-03-31,17264
H9AZ7QHH,Riya Nair,Market360,Wipro,Negotiation,2024-07-25,2024-11-05,8241
KXYUJC8M,Aisha Qureshi,FinSuite Advanced,Asian Paints,Proposal,2023-04-14,2023-08-15,3810
IF8DZ9PN,Ishaan Menon,Market360,Asian Paints,Lost,2022-01-10,2022-04-21,4939
IWHYC02Z,Meera Das,FinSuite Advanced,ICICI Bank,Proposal,2023-12-08,2024-03-31,10607
YCY1ZYWK,Tanvi Banerjee,FinSuite Basic,Godrej,Negotiation,2024-05-07,2024-07-06,12871
JU6F60CD,Meera Das,FinSuite Advanced,Reliance Retail,Prospecting,2023-01-04,2023-03-19,19801
SI6E2BRZ,Aditya Rout,BizCRM Lite,HDFC Bank,Won,2024-05-02,2024-06-11,12004
45RM3BMU,Ira Mohanty,SalesEdge Premium,Godrej,Prospecting,2024-02-28,2024-08-21,9398
V2DTY05O,Vivaan Bhatt,TrackPro,Mahindra,Proposal,2022-10-07,2022-12-18,16595
VWF6FDWU,Vihaan Das,SalesEdge Premium,Infosys,Negotiation,2023-11-01,2024-05-01,6918
RTOATULW,Saanvi Patel,Market360,ICICI Bank,Negotiation,2022-12-18,2023-02-25,15973
M4OLNYX7,Myra Patel,FinSuite Basic,Mahindra,Lost,2023-08-03,2023-11-21,3404
XDK92IE2,Aarav Pillai,BizCRM Lite,Marico,Won,2024-01-27,2024-07-25,13018
R653HNH5,Farhan Pillai,Market360,Marico,Won,2022-03-28,2022-09-26,1825
8Q5QPCN4,Ira Mohanty,Market360,Air India,Lost,2022-12-22,2023-05-09,16265
UBT7ZJR7,Arjun Reddy,FinSuite Advanced,Flipkart,Negotiation,2022-05-26,2022-07-07,7104
AJWTV0IS,Ishaan Patel,SalesEdge Premium,Marico,Prospecting,2022-10-07,2023-01-17,19861
2VYG06LK,Rohan Menon,BizCRM Pro,Flipkart,Negotiation,2023-01-05,2023-03-05,18693
GZA46ST3,Ishaan Shetty,TrackPro,Wipro,Negotiation,2024-08-04,2025-01-20,9073
96UKRH6E,Vivaan Iyer,Market360,Aditya Birla Group,Negotiation,2022-06-04,2022-07-15,6337
XKJESO0J,Arjun Menon,TrackPro,Flipkart,Won,2022-07-31,2022-12-03,13223
EQ3W3JQH,Aarav Reddy,BizCRM Lite,Asian Paints,Negotiation,2023-05-23,2023-07-18,15965
18Q6OA9C,Ishaan Mohanty,BizCRM Lite,HDFC Bank,Prospecting,2023-06-27,2023-12-23,4792
6U76NNNE,Myra Kapoor,SalesEdge Premium,Flipkart,Lost,2024-09-21,2024-12-01,3629
STK455ZD,Myra Chatterjee,SalesEdge Premium,Marico,Lost,2023-02-06,2023-06-10,17115
OGJN2TFK,Saanvi Yadav,SalesEdge Premium,Reliance Retail,Prospecting,2022-11-23,2022-12-13,13447
CA3RYPJ5,Tanvi Verma,BizCRM Pro,Marico,Negotiation,2022-02-12,2022-05-03,6042
DT727L2H,Aditya Yadav,BizCRM Lite,Mahindra,Lost,2022-05-19,2022-11-10,1038
JZOOSM9K,Tanvi Das,FinSuite Basic,Flipkart,Lost,2022-11-03,2022-12-22,18667
ZX44DCNL,Vihaan Menon,TrackPro,Godrej,Prospecting,2023-02-20,2023-08-02,5790
AF5ITCY7,Tanvi Reddy,FinSuite Advanced,Infosys,Proposal,2024-01-29,2024-06-06,12670
MMQ390QY,Kavya Nair,TrackPro,Reliance Retail,Proposal,2022-02-20,2022-09-03,16377
2YSPWJYK,Aarav Shetty,Market360,Aditya Birla Group,Prospecting,2022-05-06,2022-08-06,638
R4W2ZTKD,Krishna Das,BizCRM Lite,Godrej,Proposal,2024-04-27,2024-06-12,15926
EYL57MXN,Saanvi Menon,BizCRM Pro,Reliance Retail,Proposal,2023-06-28,2023-12-08,16695
9SRB2LXI,Ananya Bhatt,SalesEdge Premium,HDFC Bank,Proposal,2023-07-08,2023-11-09,15120
1FGL96RG,Ishaan Khan,TrackPro,Reliance Retail,Won,2024-06-22,2024-10-25,3852
FMA1BGK7,Rohan Qureshi,FinSuite Advanced,HDFC Bank,Won,2023-05-08,2023-11-07,4676
BDEJW0RG,Ira Verma,Market360,L&T,Proposal,2022-01-08,2022-04-05,17037
TAO5GRYE,Saanvi Kapoor,BizCRM Pro,Marico,Negotiation,2022-01-10,2022-05-25,7672
YJJXZY1L,Siddharth Yadav,Market360,Air India,Proposal,2023-02-09,2023-04-27,19862
ESTEHTB7,Farhan Das,BizCRM Pro,L&T,Prospecting,2024-11-12,2025-01-30,7904
MONE6S0X,Krishna Verma,FinSuite Basic,Godrej,Prospecting,2023-08-12,2023-09-08,19960
UVJZQIAZ,Ishaan Chatterjee,BizCRM Lite,Aditya Birla Group,Won,2022-05-10,2022-10-02,6584
KUPCVEVF,Arjun Sharma,BizCRM Pro,Aditya Birla Group,Won,2022-07-11,2022-08-04,561
ORC9E5D9,Vivaan Menon,BizCRM Pro,Godrej,Negotiation,2023-06-09,2023-07-29,449
QYDECWKC,Ananya Shetty,Market360,Reliance Retail,Lost,2024-01-23,2024-04-13,16074
84UIK9GC,Ananya Menon,SalesEdge Premium,Asian Paints,Lost,2022-06-11,2022-10-09,15930
DLCS8OFH,Vihaan Nair,Market360,Reliance Retail,Prospecting,2024-06-06,2024-07-26,4317
W1179Y7Z,Krishna Desai,SalesEdge Premium,HDFC Bank,Prospecting,2024-07-22,2024-08-23,5379
2ODAYJX7,Ananya Qureshi,Market360,Godrej,Prospecting,2022-05-07,2022-09-13,6513
TAU3GE7Y,Aditya Chatterjee,SalesEdge Premium,L&T,Negotiation,2024-04-26,2024-05-18,7014
15TCNW6G,Myra Qureshi,BizCRM Lite,Asian Paints,Prospecting,2024-03-12,2024-09-05,4547
NS1FB0AW,Meera Rout,FinSuite Basic,Reliance Retail,Prospecting,2023-09-21,2024-02-15,5948
762WVS0F,Vihaan Bhatt,FinSuite Advanced,HDFC Bank,Lost,2024-11-27,2025-05-31,12365
MH97G5GC,Siddharth Rout,SalesEdge Premium,Flipkart,Proposal,2024-01-27,2024-07-01,9813
D31GF235,Riya Verma,FinSuite Advanced,ICICI Bank,Prospecting,2024-10-02,2025-03-11,16452
ZJLBUN1W,Ira Rout,BizCRM Pro,L&T,Negotiation,2022-11-05,2023-03-19,6605
SPOK8TQD,Ananya Verma,FinSuite Basic,Tata Motors,Lost,2022-07-09,2022-11-28,7754
C4ZN8PQF,Tanvi Reddy,TrackPro,Tata Motors,Lost,2022-10-19,2023-01-12,2316
3JWTMMPB,Tanvi Reddy,Market360,Marico,Proposal,2022-05-23,2022-11-04,11932
Y27MX8U3,Diya Mohanty,BizCRM Lite,Tata Motors,Lost,2023-06-28,2023-12-08,10759
V31WVIO4,Vihaan Bhatt,BizCRM Pro,Asian Paints,Proposal,2024-02-28,2024-08-26,7098
86TIVZYQ,Kavya Qureshi,FinSuite Advanced,Tata Motors,Proposal,2022-02-09,2022-07-13,6448
XD4EQ1N1,Siddharth Shetty,FinSuite Basic,Wipro,Proposal,2022-10-31,2023-05-02,3643
H8YKSNRB,Siddharth Bhatt,TrackPro,Aditya Birla Group,Lost,2022-09-30,2022-12-29,10798
0X0KQJV5,Krishna Reddy,FinSuite Advanced,Aditya Birla Group,Negotiation,2024-11-26,2025-01-10,1531
LTE1ZSY1,Krishna Chatterjee,Market360,Air India,Lost,2022-03-04,2022-06-25,17014
YIZB7NYT,Ishaan Mohanty,BizCRM Pro,Infosys,Lost,2022-09-01,2022-12-23,13504
YNOMTPC5,Meera Iyer,FinSuite Advanced,Mahindra,Proposal,2022-01-19,2022-04-21,6276
JDMHEP0X,Aditya Kapoor,FinSuite Advanced,ICICI Bank,Proposal,2022-05-08,2022-07-22,16001
2X93BDNQ,Aisha Chatterjee,BizCRM Lite,ICICI Bank,Won,2024-03-23,2024-05-02,12873
5VE00I4X,Ira Bhatt,TrackPro,Reliance Retail,Won,2022-08-03,2022-09-18,2483
9Y8BIAFF,Vihaan Verma,BizCRM Pro,Flipkart,Proposal,2024-12-14,2025-03-27,7289
X2G1NWOM,Vivaan Pillai,SalesEdge Premium,Infosys,Proposal,2023-04-30,2023-09-16,18265
9TU6RNZN,Riya Qureshi,BizCRM Pro,Asian Paints,Lost,2022-03-02,2022-07-31,2281
TXECCVTO,Krishna Menon,FinSuite Advanced,Reliance Retail,Proposal,2024-09-21,2025-03-20,6873
ONCSJDU6,Aarav Patel,SalesEdge Premium,Air India,Lost,2023-08-21,2023-10-07,12918
SEZ9A39H,Aditya Shetty,FinSuite Basic,Tata Motors,Proposal,2022-07-19,2022-12-19,1783
U9ECJ9UU,Ananya Shetty,Market360,Godrej,Prospecting,2022-05-11,2022-08-05,13496
J8HCGO7J,Vivaan Iyer,BizCRM Lite,Godrej,Negotiation,2022-12-28,2023-04-02,5235
JOY55MYM,Aditya Kapoor,FinSuite Advanced,Air India,Won,2023-06-21,2023-09-12,605
YSLQGN75,Vivaan Chatterjee,Market360,Mahindra,Negotiation,2022-09-01,2023-02-25,5936
CBQJYOJG,Tanvi Mohanty,FinSuite Basic,ICICI Bank,Negotiation,2024-01-02,2024-04-11,8453
RFAI5UJH,Vihaan Reddy,FinSuite Advanced,Marico,Proposal,2023-10-14,2023-11-04,14399
PSFGYPD8,Aisha Mohanty,BizCRM Pro,Flipkart,Negotiation,2023-12-26,2024-06-11,2479
3MXAM4E8,Saanvi Chatterjee,BizCRM Lite,ICICI Bank,Proposal,2022-04-15,2022-08-09,17510
OQPC4DLN,Meera Verma,SalesEdge Premium,Godrej,Prospecting,2022-04-06,2022-05-23,19475
C6IIWF9P,Ira Qureshi,BizCRM Lite,Marico,Won,2022-03-10,2022-08-22,10098
MEHB0W7J,Aarav Pillai,BizCRM Lite,Wipro,Won,2022-07-22,2022-12-10,17013
6KCSFEYH,Aisha Patel,FinSuite Advanced,Godrej,Prospecting,2023-07-22,2023-08-12,400
VIFFT360,Vivaan Sharma,SalesEdge Premium,HDFC Bank,Prospecting,2023-06-27,2023-12-27,17150
XLG5LOGR,Diya Mohanty,FinSuite Basic,L&T,Negotiation,2023-09-09,2023-10-18,9224
RWB3SWFF,Riya Reddy,FinSuite Advanced,ICICI Bank,Negotiation,2022-05-31,2022-09-10,7621
YOXDD4VJ,Tanvi Bhatt,FinSuite Basic,Infosys,Negotiation,2023-08-18,2023-10-27,8133
MO2T1HJR,Ishaan Mohanty,TrackPro,L&T,Prospecting,2023-04-15,2023-05-05,7577
BQJWUOTL,Meera Bhatt,Market360,Air India,Negotiation,2023-05-27,2023-12-13,18557
Y7X3PERI,Meera Pillai,SalesEdge Premium,Tata Motors,Prospecting,2022-09-07,2023-03-25,10145
H10B6CNX,Tanvi Das,FinSuite Basic,Air India,Proposal,2022-06-16,2022-11-22,19232
PEG0D5A7,Ishaan Iyer,BizCRM Lite,Marico,Won,2022-04-24,2022-05-05,11620
EMHFQB1L,Vivaan Desai,BizCRM Pro,Marico,Proposal,2023-03-04,2023-07-29,11393
4XGYMIL7,Kavya Mohanty,Market360,Infosys,Won,2022-08-31,2022-10-29,10906
XM0OM6OP,Saanvi Yadav,BizCRM Pro,Marico,Proposal,2024-02-14,2024-03-27,19718
LK9YE1LP,Siddharth Rout,BizCRM Pro,Mahindra,Won,2022-04-26,2022-05-20,13742
DSPDS7AS,Ananya Sharma,BizCRM Lite,Air India,Negotiation,2024-03-29,2024-06-21,16745
V6UZLU8F,Diya Khan,BizCRM Pro,ICICI Bank,Negotiation,2023-11-15,2023-12-23,1028
UR0EO5NS,Saanvi Patel,FinSuite Basic,Reliance Retail,Proposal,2023-01-15,2023-06-15,18161
86OYON45,Krishna Verma,TrackPro,Air India,Proposal,2023-06-27,2024-01-04,1193
VYG06A7N,Meera Iyer,FinSuite Basic,Air India,Proposal,2022-03-22,2022-07-13,6946
ZOJV71Q3,Vivaan Khan,BizCRM Lite,Marico,Lost,2023-03-07,2023-07-09,12094
T3EBKL62,Siddharth Shetty,SalesEdge Premium,Marico,Lost,2022-02-13,2022-02-28,15226
JC2YM5YP,Meera Verma,SalesEdge Premium,Air India,Won,2023-04-08,2023-08-09,17223
WXIT11RW,Meera Das,SalesEdge Premium,Infosys,Proposal,2024-04-08,2024-07-23,10766
N7G7E1EG,Arjun Banerjee,TrackPro,Tata Motors,Lost,2024-10-28,2025-01-24,19721
5JWKWWRT,Vivaan Kapoor,FinSuite Advanced,Asian Paints,Won,2023-02-11,2023-05-31,9075
3QYIA4YU,Diya Khan,TrackPro,Tata Motors,Lost,2022-01-21,2022-02-28,3194
F02VD5T5,Meera Verma,FinSuite Advanced,L&T,Prospecting,2024-04-23,2024-10-31,15010
R8XPFZSP,Aisha Qureshi,SalesEdge Premium,Tata Motors,Lost,2022-12-02,2023-02-26,11101
WR2GXEIP,Tanvi Das,BizCRM Lite,Wipro,Lost,2022-12-14,2023-05-19,12002
5PEIWIYZ,Diya Banerjee,FinSuite Advanced,Wipro,Won,2024-06-17,2024-08-11,4243
OMZO1QGL,Meera Sharma,Market360,Godrej,Negotiation,2022-07-17,2022-08-01,5727
CP2I7K4C,Rohan Chatterjee,SalesEdge Premium,Air India,Negotiation,2023-02-01,2023-07-29,16228
CIQOILTU,Vivaan Qureshi,TrackPro,ICICI Bank,Lost,2024-12-18,2025-05-21,8140
NG1G0NY9,Krishna Nair,FinSuite Basic,Tata Motors,Proposal,2023-11-12,2024-02-25,13374
GUSVM19K,Rohan Menon,Market360,Tata Motors,Prospecting,2022-04-10,2022-07-08,7599
9397RZOT,Ananya Qureshi,BizCRM Pro,Reliance Retail,Negotiation,2022-05-10,2022-08-06,2729
5UNKC6CE,Aarav Banerjee,Market360,Tata Motors,Prospecting,2024-03-07,2024-07-07,3048
3NNZW4JM,Vivaan Bhatt,BizCRM Pro,Aditya Birla Group,Lost,2022-08-28,2022-11-03,18763
CM1U8MPJ,Siddharth Banerjee,SalesEdge Premium,Tata Motors,Lost,2023-10-03,2024-02-22,7010
M6UHS8JN,Farhan Banerjee,SalesEdge Premium,ICICI Bank,Proposal,2024-11-28,2025-03-21,16507
Y02WJK3Q,Ananya Verma,TrackPro,L&T,Negotiation,2022-04-23,2022-07-10,14513
50Q6CKYG,Aisha Chatterjee,BizCRM Lite,Flipkart,Lost,2024-10-10,2025-01-15,4722
Q65G6EMC,Aditya Yadav,TrackPro,Air India,Proposal,2023-01-21,2023-07-02,9763
ZV6RC0AB,Vivaan Shetty,SalesEdge Premium,Godrej,Prospecting,2024-10-01,2025-03-15,17805
8RR7MB30,Meera Shetty,BizCRM Lite,Aditya Birla Group,Negotiation,2023-05-06,2023-05-29,6693
C15DDUBV,Ira Reddy,Market360,Godrej,Negotiation,2022-06-12,2022-11-25,2033
MTCOTJ2F,Aditya Khan,FinSuite Basic,Flipkart,Proposal,2024-11-24,2025-01-20,12912
97U9BJG4,Ira Shetty,SalesEdge Premium,Tata Motors,Won,2022-08-23,2023-01-16,14020
QJL3DAAN,Aisha Shetty,BizCRM Lite,Infosys,Won,2023-12-22,2024-03-12,9096
WDJOP21T,Aarav Mohanty,FinSuite Basic,Asian Paints,Negotiation,2022-10-30,2023-05-10,4001
NCEWQU2X,Vivaan Chatterjee,TrackPro,Tata Motors,Won,2022-01-29,2022-05-17,13866
00VUKRFZ,Farhan Khan,BizCRM Lite,ICICI Bank,Negotiation,2022-09-10,2023-03-01,10312
IP4P9COA,Farhan Mohanty,FinSuite Basic,Flipkart,Lost,2023-07-16,2023-10-07,16129
GKG9PXE8,Aisha Iyer,FinSuite Basic,Tata Motors,Lost,2022-11-28,2023-06-06,277
1LTIH43B,Arjun Menon,BizCRM Pro,L&T,Proposal,2024-07-08,2024-07-18,18103
6BEJ3UW6,Myra Reddy,BizCRM Pro,Wipro,Negotiation,2022-04-08,2022-05-19,14387
29SHE49T,Saanvi Menon,Market360,Tata Motors,Prospecting,2023-07-31,2023-10-18,6111
XBDXN7D1,Myra Iyer,BizCRM Lite,Marico,Negotiation,2022-12-20,2023-03-23,11124
200Q0A2T,Saanvi Rout,FinSuite Basic,L&T,Won,2024-02-10,2024-08-01,17306
31RE71SE,Krishna Banerjee,BizCRM Pro,Aditya Birla Group,Lost,2023-11-24,2024-03-30,13646
BISMTU9K,Farhan Mohanty,FinSuite Advanced,HDFC Bank,Proposal,2022-11-24,2023-01-12,1418
COY8BFYJ,Ishaan Yadav,FinSuite Basic,Mahindra,Proposal,2024-10-21,2024-11-12,16957
S99W5L4W,Aditya Verma,SalesEdge Premium,Aditya Birla Group,Negotiation,2022-01-13,2022-04-10,18249
MEORMLPK,Arjun Chatterjee,Market360,HDFC Bank,Won,2024-03-02,2024-08-03,7031
3WJ8ZSAF,Tanvi Iyer,BizCRM Lite,Reliance Retail,Proposal,2023-01-14,2023-02-01,5086
8RZUK21G,Krishna Khan,Market360,Mahindra,Won,2022-04-02,2022-07-17,8840
KBIOVS3G,Ananya Desai,SalesEdge Premium,Asian Paints,Won,2024-07-05,2024-09-03,10443
7LREHB09,Arjun Verma,FinSuite Advanced,Marico,Negotiation,2024-12-31,2025-04-04,6289
2Y8EDWPW,Rohan Yadav,TrackPro,L&T,Won,2022-05-18,2022-08-20,10477
C02KDGYF,Ishaan Bhatt,BizCRM Pro,Tata Motors,Prospecting,2023-12-12,2024-06-19,12858
UHTDD4TW,Rohan Mohanty,FinSuite Basic,Aditya Birla Group,Proposal,2023-04-22,2023-05-24,7473
FTDE7V8P,Ira Mohanty,TrackPro,Air India,Won,2023-04-05,2023-05-06,19260
32EN9MYX,Vivaan Iyer,BizCRM Lite,ICICI Bank,Proposal,2023-08-14,2023-09-08,17792
P358G4L4,Kavya Banerjee,TrackPro,Tata Motors,Negotiation,2022-05-09,2022-07-08,4292
AZJUJLVY,Aarav Yadav,TrackPro,Reliance Retail,Lost,2023-12-29,2024-06-29,11337
J3W8KBST,Aditya Iyer,Market360,Flipkart,Won,2022-06-26,2022-12-31,14856
KJYJZD9Y,Riya Shetty,FinSuite Advanced,Wipro,Prospecting,2022-01-02,2022-02-06,18014
FK5YRHXO,Meera Bhatt,SalesEdge Premium,HDFC Bank,Proposal,2024-08-08,2024-12-17,14411
5QPQ2KM7,Aditya Iyer,BizCRM Pro,Wipro,Proposal,2024-09-14,2025-01-06,14057
5KZO803B,Ananya Menon,BizCRM Pro,Godrej,Won,2024-08-07,2024-09-10,15497
0OBUGOI2,Ananya Sharma,BizCRM Pro,Air India,Negotiation,2023-08-18,2023-09-08,11677
MGCCW8RW,Aisha Nair,SalesEdge Premium,L&T,Negotiation,2023-11-07,2023-11-24,8373
LCRGTI84,Aarav Shetty,FinSuite Basic,Asian Paints,Lost,2024-03-04,2024-08-30,2582
0GXF8IMA,Vivaan Yadav,BizCRM Pro,Wipro,Prospecting,2023-11-19,2024-01-12,11400
NFYQ1GHH,Siddharth Bhatt,TrackPro,L&T,Proposal,2022-06-06,2022-09-04,17943
ODZ70103,Krishna Sharma,BizCRM Lite,Marico,Prospecting,2024-03-04,2024-07-28,8813
P5FA52HY,Saanvi Kapoor,SalesEdge Premium,Tata Motors,Negotiation,2024-06-10,2024-07-16,15364
1QT0K69K,Aditya Qureshi,SalesEdge Premium,Tata Motors,Prospecting,2022-11-16,2023-01-28,12684
AA7DM0FT,Saanvi Iyer,SalesEdge Premium,Asian Paints,Prospecting,2022-01-01,2022-01-11,1067
ZXB1FRXZ,Saanvi Verma,TrackPro,Air India,Negotiation,2024-04-17,2024-08-16,9594
8E0FKN7H,Ira Khan,FinSuite Advanced,Flipkart,Won,2024-10-27,2025-04-29,9241
6K5872FC,Aarav Menon,TrackPro,Marico,Won,2023-09-10,2023-12-25,911
O1CWRWI9,Ira Sharma,FinSuite Basic,Infosys,Lost,2022-05-24,2022-08-03,17765
3ZR8U8HR,Aditya Patel,FinSuite Advanced,HDFC Bank,Won,2024-04-26,2024-08-18,13911
